first;second;at;ag;ac;ta;tg;tc;ga;gt;gc;ca;ct;cg
25703;EU_IT_2500;0;1;1;0;0;0;0;0;0;0;0;0
25841;3811;0;3;0;0;0;0;1;0;0;0;4;0
880;AS_CN_0463;0;2;0;0;0;2;1;0;0;0;2;0
7113;XX_XX_0812;0;2;0;1;0;2;1;0;0;0;3;0
24834;23833;0;0;2;0;0;1;0;0;0;0;1;0
3235;EU_RU_0012;0;4;0;1;0;0;3;0;0;3;4;0
35140;16297;0;4;0;0;0;3;5;0;0;0;6;0
22453;20947;0;1;0;0;0;0;0;0;0;0;0;0
28968;14449;0;0;0;0;0;0;1;0;0;0;0;0
20663;18714;0;1;0;0;0;1;0;0;0;0;2;0
2756;AS_AM_0067;0;0;0;0;0;1;3;0;0;0;2;0
14075;AS_KH_0028;0;1;0;0;0;6;7;0;0;0;4;0
20854;18960;0;0;0;0;0;1;0;0;0;0;0;0
34006;33930;0;1;0;0;0;3;0;0;0;0;3;0
16686;AS_IN_0793;0;1;0;0;0;1;1;0;0;0;0;1
11205;4755;0;0;0;0;0;0;1;0;0;0;0;0
3351;XX_XX_13893;1;2;0;0;0;2;4;0;0;0;2;0
14416;10135;0;0;0;0;0;0;1;0;0;0;2;0
20600;7378;0;1;0;0;0;0;1;0;0;0;0;0
31963;31789;0;0;0;0;0;0;1;0;0;0;0;0
4771;AM_US_0720;2;2;10;0;0;2;2;0;0;0;2;0
35533;EU_XX_0117;0;0;0;0;0;2;2;1;0;0;0;0
28579;14516;0;0;0;1;1;1;1;0;0;1;2;0
31799;XX_XX_10514;0;0;0;0;0;2;0;0;0;0;0;0
16268;EU_IT_0813;0;2;0;0;0;2;2;0;0;0;2;0
28875;AS_XX_0154;0;6;0;0;0;3;6;0;0;0;7;0
27424;20644;0;0;0;0;0;0;0;0;0;0;1;0
4873;EU_LT_0015;0;2;0;0;0;3;5;0;0;0;4;0
10287;3178;0;1;0;0;0;0;0;0;0;0;0;0
23892;OC_SB_0572;0;1;0;0;0;2;0;0;0;0;0;0
19212;16871;0;2;0;0;0;2;0;0;0;0;1;1
18469;15882;0;0;0;0;0;2;0;0;0;0;1;0
5880;XX_XX_6307;0;0;0;0;0;2;1;0;0;0;2;0
25984;25195;0;0;0;0;0;0;2;0;0;0;1;0
14914;EU_ES_0700;0;1;0;0;0;1;1;0;0;0;0;0
32907;7945;0;2;1;0;0;1;0;0;0;0;1;0
26147;25385;0;0;0;0;0;1;1;0;0;0;0;0
10118;2865;0;0;0;0;0;0;1;0;0;0;0;0
27445;AF_BW_0335;0;0;0;0;0;0;1;0;0;0;0;0
29921;AS_IN_0915;0;1;0;0;0;3;1;0;0;0;5;0
35653;35636;0;0;1;0;0;0;2;0;0;0;0;0
9781;EU_IE_0135;0;2;1;0;0;5;2;0;0;0;3;0
5383;EU_DK_1473;0;1;0;0;0;1;1;0;0;0;1;0
32864;EU_FI_0461;0;1;0;0;0;0;1;0;0;0;1;0
6225;EU_FI_0326;0;1;0;0;0;0;2;0;0;0;0;0
23167;AM_US_0610;0;1;0;0;0;1;2;0;0;0;2;0
11646;5573;0;1;0;0;0;0;0;0;0;0;1;0
1908;XX_XX_11034;0;4;0;0;0;1;5;0;0;0;8;0
3257;OC_PF_0008;0;3;3;0;0;3;2;0;0;0;0;0
23302;EU_XX_0313;0;2;0;0;0;1;1;0;0;0;0;0
20021;17919;0;1;0;0;0;0;1;0;0;0;1;0
16996;13871;0;1;0;0;0;0;0;0;0;0;0;0
34467;34404;0;1;0;0;0;1;0;0;0;0;1;0
33070;XX_XX_12760;49;61;50;0;0;3;2;0;0;0;0;0
21083;16929;0;1;0;0;0;2;4;0;0;0;5;0
6565;EU_DE_0116;2;4;12;0;0;1;4;0;0;1;5;0
1150;AS_JP_0430;0;5;1;0;0;2;4;0;0;0;2;0
1685;AS_TW_0246;0;0;0;0;0;0;0;0;0;0;1;0
10288;OC_TO_0030;0;1;0;0;0;1;1;0;0;0;0;0
24495;XX_XX_4724;2;3;12;0;0;1;1;0;0;0;0;0
30953;30718;0;2;0;0;0;1;2;0;0;0;2;0
23017;EU_DE_0235;0;1;0;0;0;0;0;0;0;0;1;0
22924;XX_XX_9156;0;6;1;0;0;6;5;0;0;2;5;0
22623;AS_JP_0563;1;5;0;1;0;9;5;0;0;0;6;0
28043;27549;0;0;0;0;0;1;2;0;0;0;0;0
31585;31394;0;1;0;0;1;1;0;0;0;0;0;0
9945;EU_DK_0811;0;2;0;0;0;2;0;0;0;0;0;0
17598;OC_PG_0053;0;9;0;0;0;12;10;0;0;0;8;0
16019;12553;0;1;0;0;0;1;0;0;0;0;1;0
14627;AM_CL_0079;0;2;1;0;0;0;5;0;0;0;0;0
15149;4799;0;0;0;0;0;1;2;0;0;0;0;0
15060;EU_DK_1794;0;1;0;0;0;0;1;0;0;0;2;0
11719;EU_DK_0392;0;0;0;0;0;2;3;0;0;0;4;0
17117;9573;0;0;0;0;0;1;0;0;0;0;0;0
16266;12902;0;4;0;0;0;1;1;0;0;1;8;0
11744;XX_XX_6098;0;0;0;0;0;2;2;0;0;0;5;0
11512;5307;0;1;1;0;0;3;0;0;0;1;0;0
9050;AS_TW_0552;0;2;0;0;0;4;4;0;0;6;3;0
4081;XX_XX_8925;0;1;0;1;0;3;6;0;0;0;2;0
13966;XX_XX_3602;0;2;0;1;0;0;1;0;0;0;2;0
16651;13422;0;3;0;0;0;1;1;0;0;1;1;0
18496;15914;1;4;0;0;0;1;0;0;0;0;5;0
13041;8026;0;2;0;0;0;3;0;0;0;0;1;0
36342;OC_SB_0478;0;2;1;0;0;1;1;0;0;0;1;0
2678;EU_XX_0575;0;1;0;0;0;1;1;0;1;0;0;0
34538;32012;0;2;0;0;0;0;2;0;0;0;1;0
27051;19434;0;3;0;0;0;6;1;0;0;0;6;0
11970;XX_XX_7061;0;9;1;0;0;4;9;0;0;2;14;0
7192;AS_LB_0135;0;2;0;0;0;1;3;0;0;0;0;0
13498;8790;0;1;1;0;0;1;1;0;0;0;0;0
25435;24551;0;1;1;0;1;5;4;0;0;0;4;0
18455;15866;0;3;0;0;0;3;3;0;0;0;1;0
34076;10994;0;3;0;0;0;2;0;0;0;0;0;0
800;AS_JP_0537;0;2;0;0;0;3;0;0;0;0;3;0
10555;EU_IT_1744;0;5;0;0;0;7;2;0;0;1;4;1
771;AS_CN_0080;0;3;2;0;0;10;4;0;0;0;5;0
31551;AS_PK_0011;0;0;0;0;0;1;0;0;0;0;0;0
35071;8089;0;1;0;0;0;0;2;0;0;0;0;0
23263;21941;0;0;0;0;0;0;0;0;0;1;0;0
8579;194;0;1;0;0;0;4;2;0;0;1;0;0
18127;15428;0;3;0;0;0;1;5;0;0;0;4;0
29019;28621;0;0;0;0;0;0;1;0;0;0;1;0
32183;32020;0;1;0;0;0;0;1;0;0;0;1;0
31741;AF_XX_0060;0;0;0;0;1;0;0;0;0;0;0;0
23153;21800;0;1;0;0;0;0;0;0;0;0;2;0
32609;32469;0;0;0;0;0;1;0;0;0;0;0;0
34186;34117;0;0;0;0;0;4;2;0;0;0;2;0
13303;AF_ZA_0008;0;2;2;1;0;4;2;0;1;1;3;1
18896;16461;0;3;0;0;0;5;3;0;0;0;2;0
31006;30777;0;4;0;0;0;2;3;0;0;0;2;0
316;AF_ZM_0379;0;0;0;0;0;2;1;0;0;0;0;0
2877;XX_XX_3389;0;4;0;0;0;1;1;0;0;0;3;0
32359;15677;0;4;0;0;0;5;1;0;0;0;0;0
25255;24333;0;2;0;0;0;4;3;0;0;0;3;0
23341;12266;0;1;0;1;0;3;4;0;0;0;4;0
6897;XX_XX_5412;1;4;0;0;0;2;4;0;0;1;2;0
16837;AS_PH_0262;0;0;0;0;0;0;1;0;0;0;0;0
1691;XX_XX_5820;0;4;0;0;0;11;7;0;0;1;7;0
21374;EU_ES_0076;0;0;0;0;0;1;0;0;0;0;0;0
22330;20797;0;2;0;0;0;4;0;0;0;0;1;0
22345;20817;0;12;0;0;0;9;6;0;1;1;5;0
18722;16224;0;3;0;0;0;4;3;0;0;0;2;0
14682;3596;0;0;1;0;0;2;2;0;0;0;0;0
35847;17345;0;0;0;0;0;1;3;0;0;0;1;0
36319;11657;0;0;0;0;0;2;2;0;0;0;0;0
4376;EU_DK_1481;0;0;0;0;0;0;1;0;0;0;0;0
35912;XX_XX_8170;0;1;0;1;0;1;2;0;0;0;3;0
19929;17795;0;0;0;0;0;2;0;0;0;0;0;0
28661;11242;0;2;0;2;0;3;1;0;0;12;1;0
13729;9132;0;0;0;0;0;1;2;0;0;0;2;0
15895;XX_XX_1728;0;1;0;0;0;1;0;0;0;0;1;0
1850;AS_CN_0346;0;2;0;0;0;4;5;0;0;0;5;1
4128;AS_TH_1042;0;5;0;0;0;5;9;0;1;0;3;0
13114;XX_XX_2059;0;4;0;0;0;0;1;0;0;0;2;0
14354;XX_XX_1907;0;0;0;0;0;0;3;0;0;0;0;0
14872;10822;0;1;0;0;0;0;0;0;0;0;1;0
14801;AS_CN_0469;0;0;0;0;0;2;1;0;0;1;2;0
9376;1610;1;3;0;0;0;1;2;0;0;0;7;0
16724;XX_XX_5790;0;3;0;0;0;3;3;0;0;0;2;0
17080;AS_IN_0965;1;1;0;0;0;1;1;0;0;0;2;0
35225;AS_TH_0775;0;2;0;0;0;2;2;0;0;0;1;0
21974;20362;0;1;0;0;0;2;0;0;0;0;2;0
24781;23769;0;1;1;0;0;7;2;0;0;0;2;0
10882;XX_XX_3786;0;1;0;0;0;4;0;0;0;0;3;0
9107;AS_TW_0248;0;0;0;0;0;1;2;0;0;0;2;0
26302;25563;0;0;1;0;0;0;1;0;0;0;1;0
5820;AS_IR_0382;1;0;0;0;0;1;0;0;0;0;0;0
35530;AF_TD_0045;0;9;1;0;0;8;10;0;0;1;14;0
12995;AS_LB_0002;0;1;0;0;0;3;1;0;0;1;2;0
7749;XX_XX_9951;0;4;0;1;0;4;1;0;0;0;5;0
31200;XX_XX_12657;0;0;0;0;0;3;1;0;0;0;0;0
16825;AS_CN_0060;0;0;0;0;0;0;3;0;0;0;0;0
23824;17021;0;1;1;1;0;7;3;0;0;0;5;0
18356;15735;0;1;0;0;0;0;0;0;0;0;1;0
19668;17462;0;0;0;0;0;1;1;0;0;0;1;0
5047;AM_US_0775;0;0;0;0;0;2;3;0;0;0;1;0
27519;26943;0;0;0;0;0;2;1;0;0;1;2;0
34022;EU_FI_0223;0;0;0;0;0;1;0;0;0;0;0;0
16598;AF_XX_0162;0;0;0;0;0;0;1;0;0;0;1;0
33269;AS_IN_0296;0;4;0;0;0;12;8;0;0;0;2;0
1951;XX_XX_2206;0;3;0;0;0;1;6;0;0;0;4;0
15556;XX_XX_0554;0;0;0;0;0;2;0;0;0;0;1;0
36337;32195;0;1;0;0;0;10;3;0;0;0;9;0
8692;383;0;2;0;0;0;0;1;0;0;0;1;0
13452;437;0;0;0;0;0;0;1;0;0;0;0;0
32159;XX_XX_2163;0;1;0;0;0;3;1;0;0;1;0;0
15595;11899;0;1;0;0;0;1;1;0;0;0;0;0
17008;1599;0;9;1;0;0;6;8;0;0;0;10;0
36246;20171;0;2;0;0;0;2;1;0;0;0;1;0
24777;XX_XX_13643;0;0;0;0;0;2;1;0;0;0;0;0
27964;27461;0;3;0;0;0;1;0;0;0;1;4;0
20615;18652;0;0;0;0;0;1;0;0;0;0;2;0
34633;9939;0;0;0;0;0;1;2;0;0;0;2;0
22974;4227;0;0;0;0;0;0;0;0;0;0;1;0
19641;17424;0;0;0;0;0;0;2;0;0;0;0;0
2523;EU_DK_0974;0;2;0;0;0;3;4;0;0;0;3;0
28255;27791;0;0;0;0;0;1;0;0;0;0;0;0
7499;AM_PE_0295;0;2;0;0;0;1;2;0;0;0;1;0
21263;19485;0;1;0;0;0;0;0;0;0;0;2;0
26710;5829;0;0;0;0;0;0;3;0;0;0;0;0
22457;20951;0;8;0;0;0;8;4;0;1;0;6;0
30681;AS_IR_0038;0;9;1;0;0;11;6;0;1;1;3;0
25922;EU_DK_1723;0;0;0;0;0;2;0;0;0;0;1;0
16309;12962;0;1;1;0;0;1;3;0;0;0;2;1
34221;AM_US_0453;0;0;0;0;0;0;1;0;0;0;1;0
6259;XX_XX_6630;0;1;0;0;0;2;1;0;1;0;2;0
27602;19398;0;5;0;0;1;6;5;0;0;0;4;0
4590;EU_SI_0007;0;1;0;0;0;1;0;0;0;0;2;0
26008;5566;1;0;0;0;0;0;1;0;0;0;0;0
3182;OC_WS_0016;0;3;0;0;0;4;0;0;0;0;1;0
30426;30148;0;0;0;0;0;1;0;0;0;0;2;0
18383;XX_XX_2107;1;2;0;0;0;1;3;0;0;0;2;0
29668;EU_GB_0193;0;5;0;0;0;2;0;0;0;0;0;0
7035;EU_GB_0847;0;1;0;0;0;5;2;0;0;0;2;0
20564;16051;0;0;0;0;0;1;1;0;0;1;2;0
22468;AS_CN_0136;0;2;0;0;0;2;2;0;0;1;4;0
4204;XX_XX_3367;0;2;0;0;0;0;2;0;0;0;1;0
25720;24882;0;1;0;0;0;0;0;0;0;0;2;0
13508;601;0;2;0;0;0;2;0;0;0;0;3;0
10179;2971;0;0;0;0;0;0;0;0;0;1;0;0
20033;11269;0;0;0;0;0;1;0;0;0;0;2;0
22504;21013;0;1;0;0;0;0;2;0;0;0;1;0
10379;3339;0;0;1;0;0;0;0;0;0;0;0;0
36278;11646;0;0;0;0;0;1;0;0;0;0;0;0
29237;XX_XX_4634;0;2;0;0;0;2;5;0;0;0;3;0
9277;XX_XX_10596;0;1;0;0;0;2;4;0;0;0;4;0
25697;XX_XX_13335;0;4;1;0;0;1;5;0;0;0;6;0
2271;AF_AO_0356;0;2;1;0;0;6;2;0;0;0;3;0
1137;AS_TW_0803;0;0;0;0;0;2;2;0;0;0;0;0
4553;EU_DK_1803;0;1;0;0;0;1;0;0;0;1;0;1
14242;AM_EC_0162;0;2;0;0;0;2;1;0;0;0;2;0
33698;5634;0;1;0;0;0;0;1;0;0;0;3;0
7221;XX_XX_1517;0;1;0;0;0;2;1;0;0;0;1;0
10620;AS_PH_0203;0;6;1;0;0;8;5;0;0;1;8;1
2975;OC_TO_0031;0;2;0;0;0;9;2;0;0;1;4;0
32641;AM_XX_0182;0;0;0;0;0;1;0;0;0;0;0;0
27783;XX_XX_2169;0;1;0;0;0;0;0;0;0;0;3;0
3995;AS_ID_0001;0;1;0;0;0;5;1;0;0;0;5;0
12676;7391;0;0;0;0;0;0;1;0;0;0;2;0
7813;EU_ES_0629;0;3;0;0;0;3;0;0;0;0;3;0
12694;EU_RU_1069;0;1;0;0;0;0;1;0;0;1;1;0
19278;16958;0;1;0;0;0;1;0;0;0;0;1;0
33368;29294;0;4;0;0;0;8;6;0;0;2;7;0
16832;AS_PH_0107;0;0;0;0;0;1;2;0;0;0;1;0
15232;11375;0;2;1;0;0;1;0;0;0;0;0;0
8895;AS_CN_0436;0;6;0;0;0;8;4;0;0;0;8;0
33626;EU_DK_0570;0;0;0;0;0;7;4;0;0;0;2;0
13138;AF_BF_0330;0;0;1;0;0;2;0;0;0;1;1;0
21406;14521;0;1;0;0;0;2;2;0;0;0;0;0
15918;12408;0;0;0;0;0;1;0;0;0;0;0;0
34587;34529;0;2;0;0;0;4;4;0;0;0;3;0
7012;XX_XX_8143;0;6;0;1;1;10;6;0;1;0;9;2
23206;XX_XX_3711;0;3;0;0;0;0;1;0;0;0;1;1
11977;XX_XX_7683;0;0;0;0;0;3;3;0;0;0;4;0
29350;28155;0;2;0;0;0;0;0;0;0;0;0;0
26569;XX_XX_2443;0;0;0;0;0;2;0;0;0;0;1;0
23067;EU_CH_0023;0;2;0;0;0;2;0;0;0;0;3;0
9710;2171;0;2;0;0;0;3;2;0;0;0;3;0
10123;XX_XX_10395;0;1;0;0;1;1;3;0;0;0;1;0
27972;AF_XX_0226;0;1;0;0;0;3;2;0;0;0;0;1
23069;21701;0;0;0;0;0;0;0;0;0;0;1;0
4931;EU_RU_1828;0;1;0;0;0;5;1;0;0;0;1;1
9722;2195;0;0;0;0;0;0;2;0;0;0;1;0
8484;32;0;0;0;0;0;0;0;0;0;0;1;0
17431;14490;0;1;0;0;0;0;0;0;0;0;0;0
11933;AS_TR_0121;0;1;0;0;0;2;2;0;0;0;1;0
29067;XX_XX_10365;0;0;0;0;0;3;2;0;0;0;1;0
21972;20360;0;1;0;0;0;3;2;0;0;1;1;0
16060;12613;0;2;0;0;0;1;1;0;0;0;1;0
23709;AS_IN_0885;0;0;1;0;0;0;1;0;0;0;1;0
31558;16493;1;3;0;0;0;6;8;0;0;0;4;1
28800;28383;0;0;0;0;0;1;2;0;0;0;2;0
22122;20541;0;1;0;0;0;0;0;0;0;0;0;0
28584;19679;0;2;0;0;0;0;3;0;0;0;4;0
21440;19706;0;1;0;0;0;1;2;0;0;0;6;0
8105;XX_XX_10032;0;0;0;0;0;2;0;0;0;1;0;0
30462;XX_XX_8425;0;1;0;1;0;1;0;0;0;0;2;0
31445;31247;0;1;0;0;0;1;1;0;0;0;0;0
17649;14802;0;1;1;0;0;2;0;0;0;0;1;0
13910;9400;0;3;0;0;0;0;1;0;0;0;0;0
13059;8058;0;2;0;0;0;1;2;0;0;0;1;0
16735;13524;0;1;0;0;0;5;4;0;0;0;0;0
13973;AS_IN_0828;0;2;0;0;0;2;1;0;0;0;4;0
2437;AM_US_0143;0;1;0;0;0;2;2;0;0;0;2;0
14973;AM_XX_0262;0;0;0;0;0;0;1;0;0;0;1;0
18134;15437;0;1;0;0;0;0;0;0;0;0;1;0
1446;XX_XX_5434;0;2;0;0;0;3;3;0;0;0;4;0
33420;33322;0;1;0;0;0;0;1;0;0;0;0;0
16275;XX_XX_9432;0;0;0;1;0;2;1;1;0;1;1;0
3850;XX_XX_12254;0;1;0;0;0;4;1;0;0;1;2;0
8644;306;0;2;1;1;0;2;1;0;0;0;3;0
24944;23970;0;0;0;0;0;1;0;0;0;0;1;0
28307;6095;0;0;0;0;0;1;0;0;0;0;1;0
1050;XX_XX_10325;0;4;0;0;0;2;0;0;1;0;2;0
2093;XX_XX_12065;0;4;0;0;0;7;0;0;0;0;6;0
27378;26789;0;1;0;0;0;3;0;0;0;0;1;0
7633;EU_RU_0085;0;0;0;0;0;0;3;0;0;0;1;0
18048;5315;0;0;0;0;0;1;2;0;0;0;0;0
24311;23199;0;0;0;0;0;1;1;0;0;0;2;0
6635;AS_IQ_0006;0;4;0;0;0;3;1;0;0;0;3;0
777;EU_RU_1135;0;1;0;0;0;5;0;0;0;0;1;0
35090;35054;0;1;0;0;0;0;1;0;0;0;2;0
11393;5083;0;1;0;0;0;2;0;0;0;0;2;0
32834;AM_US_0040;0;1;0;0;0;1;0;1;0;0;0;0
19813;XX_XX_8219;0;2;0;0;0;3;2;0;0;0;4;0
7352;EU_PL_0490;0;2;0;0;0;1;4;0;0;0;2;0
12251;AF_XX_0071;0;2;0;0;0;1;2;0;0;0;4;0
16338;7965;0;1;0;1;0;8;5;0;0;0;6;0
28444;8531;0;0;0;0;0;1;0;0;0;0;1;0
8123;AF_MZ_0048;0;0;0;1;0;1;0;0;0;0;2;0
25025;24072;0;0;0;0;0;1;0;0;0;0;0;0
28641;EU_DK_1575;0;2;0;0;0;3;1;0;0;0;3;0
27978;27477;0;0;0;0;0;2;1;0;1;0;0;0
35976;1001;0;1;0;1;0;0;0;0;0;0;0;0
24765;23751;0;3;1;0;0;1;1;0;0;0;2;0
931;EU_RU_0960;0;0;1;0;0;3;0;0;0;0;1;0
902;AM_PE_0461;0;1;0;0;0;2;5;0;0;0;2;0
4038;EU_NO_0059;0;0;0;0;0;2;2;0;0;0;3;0
13352;196;0;0;0;0;0;0;0;0;0;0;2;0
20259;18218;0;1;0;0;0;0;1;0;0;0;1;0
29098;EU_RU_1469;0;0;0;0;0;1;3;0;0;0;1;0
13924;AS_TW_0612;1;2;3;0;0;3;2;0;0;0;3;0
34897;34853;0;0;0;1;0;1;2;0;0;0;2;0
26209;25452;1;3;0;0;0;1;4;0;0;0;1;0
6151;XX_XX_7673;0;1;0;0;0;4;1;0;0;0;1;0
33462;33364;0;2;1;0;0;1;3;0;0;1;2;0
35794;AS_IR_0118;0;1;0;0;0;3;0;0;0;0;3;0
2137;AS_MM_0036;0;0;0;0;0;0;3;0;0;0;0;0
2854;EU_XX_0629;0;0;0;0;0;2;0;0;0;0;1;0
23827;13912;0;0;0;0;0;3;1;0;0;0;2;0
3531;AS_JP_0252;0;2;2;0;0;8;5;0;0;0;3;0
19760;17572;0;0;0;0;0;0;2;0;0;0;0;0
6485;XX_XX_13111;0;1;0;0;0;2;1;1;0;0;4;0
12536;7148;0;1;0;0;0;1;0;0;0;0;0;0
35411;35386;0;0;0;0;0;0;1;0;0;0;2;0
26734;26058;0;2;0;0;0;0;1;0;0;0;0;0
4389;XX_XX_2678;0;0;1;0;0;2;0;0;0;0;2;0
18637;EU_RU_0296;0;1;1;0;0;0;1;0;0;0;0;0
21137;XX_XX_0981;0;3;0;0;0;7;3;0;0;0;3;0
17680;14842;0;1;0;0;0;0;0;0;0;0;1;0
34030;33955;0;3;0;0;0;0;0;0;0;0;1;0
6730;AS_IN_0034;0;0;0;0;0;0;2;0;0;0;2;0
23668;22432;0;7;0;1;0;7;11;1;0;0;4;0
14883;10840;0;0;0;0;0;1;1;0;0;0;0;0
26723;26047;0;1;0;0;0;2;0;0;0;0;0;0
34978;4526;0;1;0;0;0;1;1;0;0;0;0;0
8467;3;0;0;0;0;0;2;0;0;0;0;0;0
15156;11244;0;2;0;0;0;0;2;0;0;0;2;0
27580;27013;0;3;1;0;0;3;1;0;0;0;3;0
1021;XX_XX_7635;0;2;0;1;0;4;4;0;0;0;2;0
26827;7328;0;0;0;0;0;0;0;0;0;0;2;0
25436;AS_CN_0659;0;3;0;1;0;6;7;0;0;0;6;1
30709;XX_XX_6287;1;7;0;0;0;1;2;0;0;0;3;0
34526;3000;0;1;0;0;0;0;1;0;0;0;0;0
31811;EU_RU_0881;0;0;0;0;0;2;1;0;0;0;0;0
27876;27362;0;0;0;0;0;0;0;0;0;0;1;0
22425;AF_BW_0487;0;0;0;0;0;1;2;0;0;0;0;0
29326;28958;0;2;0;0;0;1;1;0;0;0;3;0
10901;EU_DK_0741;0;1;0;0;0;1;1;0;0;0;1;0
3385;AM_CL_0042;0;1;0;0;0;2;1;0;0;1;3;0
18725;16231;0;1;0;0;0;1;0;0;0;0;0;0
30959;AF_AO_0036;0;3;0;0;0;2;0;0;0;0;2;0
16880;13719;0;0;0;0;0;1;0;0;0;0;0;0
13336;8559;0;0;0;0;0;0;0;0;0;0;1;0
27943;AS_JP_0280;0;1;0;0;0;3;3;0;0;0;6;0
14197;EU_PL_0404;0;2;0;1;0;2;3;0;0;0;3;0
32018;31846;0;0;0;0;0;2;1;0;0;0;0;0
30180;XX_XX_12688;0;0;0;0;0;1;1;0;0;0;0;0
17035;AS_TW_0395;0;0;0;0;0;1;2;0;0;0;0;0
34893;34849;0;1;0;0;0;2;2;0;0;0;0;0
1156;AS_JP_0206;0;3;0;0;0;5;3;0;0;0;3;0
30200;29911;0;0;0;0;0;0;0;0;0;0;1;0
35264;XX_XX_5359;0;0;0;0;0;0;1;0;0;0;0;0
33551;20938;0;2;0;0;0;2;2;0;0;0;3;0
21582;19881;0;3;0;0;0;1;1;0;0;0;0;0
35354;XX_XX_0783;0;3;0;0;0;0;0;0;0;0;2;0
2804;EU_XX_0470;0;4;0;0;0;3;3;0;0;1;2;0
32878;EU_SE_0014;0;0;0;0;0;0;1;0;0;0;0;0
13387;XX_XX_8473;0;0;0;0;0;1;0;0;0;0;1;0
25558;24696;0;0;0;0;0;0;1;0;0;0;0;0
30359;5514;0;5;0;0;0;4;3;0;0;0;2;0
22528;21041;0;0;0;0;0;1;0;0;0;0;4;0
14667;10504;0;1;0;0;0;2;3;0;0;1;0;0
36196;EU_RU_1575;0;0;0;0;0;1;0;0;0;0;3;0
14612;XX_XX_0638;0;2;0;0;0;2;5;0;0;0;6;0
6396;AM_CA_0081;0;1;1;0;0;0;1;0;0;0;1;0
13493;XX_XX_7863;0;1;1;0;0;2;3;0;0;0;3;0
8896;AM_PE_0003;0;5;1;0;0;2;2;0;0;0;5;0
13091;8128;0;1;0;0;0;0;1;0;0;0;1;0
1834;XX_XX_9308;0;3;0;0;0;2;3;0;0;0;2;0
7442;AM_CO_0067;0;1;1;0;0;0;4;0;0;0;2;0
7754;EU_IT_2849;0;2;0;0;0;4;3;0;0;0;6;0
5892;AF_TN_0043;0;2;0;0;0;0;1;0;0;0;1;0
24085;AS_CN_0632;0;5;0;0;0;10;7;0;0;1;10;0
31686;31501;0;1;0;0;0;1;2;0;0;0;1;0
8371;AF_TD_0016;0;3;0;0;0;2;4;0;0;0;2;0
3169;OC_SB_0051;1;6;1;1;0;3;0;1;1;0;1;0
36242;36238;0;1;0;0;0;1;1;0;0;0;2;0
20045;4917;0;0;0;0;0;0;1;0;0;0;0;0
28466;28020;0;1;0;0;0;1;0;0;0;0;2;0
19919;XX_XX_3273;0;3;0;0;0;2;3;1;0;0;3;0
25917;25118;0;0;0;0;0;1;0;0;0;0;1;0
11473;5228;0;1;0;0;0;0;0;0;0;0;2;0
16852;13681;0;0;0;0;0;1;0;0;0;0;0;0
32221;12391;0;3;1;0;0;0;2;0;0;0;2;0
4435;EU_XX_0033;0;0;0;0;0;1;1;0;0;1;0;0
35299;XX_XX_3402;0;0;0;0;0;1;2;0;1;0;3;0
10865;4180;0;0;0;0;0;1;0;0;0;0;1;0
2129;AS_IN_0616;0;5;1;0;0;9;12;0;0;0;10;1
19081;AS_JP_0067;0;2;0;0;0;2;1;0;0;1;4;0
27798;EU_GR_0009;0;5;0;0;0;3;1;0;0;0;4;0
20252;18208;0;2;0;0;0;0;1;0;0;0;1;0
10057;EU_SK_0034;0;4;0;0;1;2;1;0;0;0;5;0
12344;AM_US_0069;0;1;1;0;0;0;1;0;0;0;3;0
33146;AF_ZM_0143;0;0;0;0;0;0;0;0;0;0;0;1
28099;14163;0;2;0;0;0;1;0;0;0;0;2;0
30409;EU_ES_0937;0;5;1;0;0;5;7;0;0;0;6;0
28245;AM_AR_0067;0;1;0;0;0;0;3;0;0;0;1;0
19497;17232;0;0;1;0;0;1;0;0;0;0;0;0
27769;27239;0;1;0;0;0;0;3;0;0;0;1;0
30993;EU_RU_0760;0;2;2;0;0;1;2;0;0;0;2;0
14141;9720;0;3;0;0;0;5;1;0;0;1;1;1
7202;AF_TN_0013;0;1;1;0;0;6;3;0;0;0;2;0
24348;23241;1;3;2;0;0;5;1;0;0;0;3;0
18998;16597;0;1;0;0;0;0;0;0;0;0;0;0
33586;AF_KE_0210;0;1;0;0;0;2;1;0;0;0;3;0
14870;4105;0;0;0;0;0;2;0;0;0;0;1;0
29050;28653;0;0;0;0;0;2;1;0;0;0;1;0
5346;EU_XX_0413;0;0;0;0;0;0;0;0;0;0;1;0
24000;22827;0;0;0;0;0;2;1;0;0;1;1;0
9334;AS_JP_0250;0;6;0;0;0;13;6;0;1;0;8;0
14586;10383;1;4;0;1;0;1;5;0;0;1;6;0
8671;349;0;1;0;0;0;1;0;0;0;0;0;0
383;XX_XX_12443;1;3;0;0;0;1;1;0;0;0;0;0
26600;EU_IT_0233;3;3;10;0;0;1;1;0;1;0;2;0
36490;22365;0;4;1;0;0;4;4;0;0;0;2;0
25624;1106;0;1;0;0;0;0;0;0;0;0;0;0
4981;EU_RU_1688;0;1;0;0;0;0;0;0;0;0;0;0
33770;33686;0;2;0;0;0;1;1;0;0;0;4;0
18493;15911;0;1;0;0;0;1;3;0;0;1;1;0
11272;4871;0;1;0;0;0;1;0;0;0;0;0;0
20544;18563;0;2;0;0;0;2;2;0;0;0;6;0
6950;EU_NL_0036;0;2;1;0;0;4;3;0;0;2;4;0
